Reference	ID	Tags	OrigWords	Occurrence	TWLink
1:6	2773	mimejpg			rc://*/tw/dict/images/b/Babylon Lion
1:6	2928	mimejpg			rc://*/tw/dict/images/i/Ishtar Gate
1:8	2357	mimejpg			rc://*/tw/dict/images/h/Horse
1:8	2363	mimejpg			rc://*/tw/dict/images/l/Leopard
1:8	2364	mimejpg			rc://*/tw/dict/images/c/Cheetah
1:8	2380	mimejpg			rc://*/tw/dict/images/w/Wolf
1:8	2387	mimejpg			rc://*/tw/dict/images/v/Vulture Takeoff
1:8	2388	mimejpg			rc://*/tw/dict/images/v/Vulture Flight
1:8	2594	mimejpg			rc://*/tw/dict/images/c/Chariot
1:8	2712	mimejpg			rc://*/tw/dict/images/e/Egyptian Vulture
1:8	2713	mimejpg			rc://*/tw/dict/images/v/Vulture
1:8	2725	mimejpg			rc://*/tw/dict/images/b/Beardedvulture
1:9	2915	mimejpg			rc://*/tw/dict/images/s/Sand
1:9	3019	mimejpg			rc://*/tw/dict/images/e/Exile Capture Lachish
1:9	3021	mimejpg			rc://*/tw/dict/images/j/Jehu Obelisk
1:9	3028	mimejpg			rc://*/tw/dict/images/l/Lachish Relief Exile
1:11	2879	mimejpg			rc://*/tw/dict/images/g/Gale Force Winds
1:14	2411	mimejpg			rc://*/tw/dict/images/d/Dablizard
1:14	2412	mimejpg			rc://*/tw/dict/images/t/Thorn-Tailed Lizard
1:14	2413	mimejpg			rc://*/tw/dict/images/l/Lizard
1:14	2417	mimejpg			rc://*/tw/dict/images/f/Fish En
1:14	2716	mimejpg			rc://*/tw/dict/images/a/Agama Female
1:14	2717	mimejpg			rc://*/tw/dict/images/a/Agama Lizard
1:14	2856	mimejpg			rc://*/tw/dict/images/s/Sea
1:14	3085	mimejpg			rc://*/tw/dict/images/f/Fish En
1:14	3086	mimejpg			rc://*/tw/dict/images/f/Fishes
1:15	2571	mimejpg			rc://*/tw/dict/images/d/Drag Net
1:15	2572	mimejpg			rc://*/tw/dict/images/f/Fishing Spear
1:15	2573	mimejpg			rc://*/tw/dict/images/h/Hunting Net
1:15	2688	mimejpg			rc://*/tw/dict/images/f/Fish Hooks
1:16	2571	mimejpg			rc://*/tw/dict/images/d/Drag Net
1:16	2573	mimejpg			rc://*/tw/dict/images/h/Hunting Net
1:16	2760	mimejpg			rc://*/tw/dict/images/t/Tamarind Seedling
1:16	2871	mimejpg			rc://*/tw/dict/images/v/Vegetable Market
1:17	2573	mimejpg			rc://*/tw/dict/images/h/Hunting Net
2:1	2674	mimejpg			rc://*/tw/dict/images/s/Siegeworks En
2:1	2677	mimejpg			rc://*/tw/dict/images/s/Siege Works En
2:1	2678	mimejpg			rc://*/tw/dict/images/s/Siege Tower
