Reference	ID	Tags	OrigWords	Occurrence	TWLink
1:2	2693	mimejpg			rc://*/tw/dict/images/s/Scroll Reed Pen
1:7	2793	mimejpg			rc://*/tw/dict/images/c/Colosseum Rome
1:7	2849	mimejpg			rc://*/tw/dict/images/f/Forum Romanum
1:15	2793	mimejpg			rc://*/tw/dict/images/c/Colosseum Rome
1:15	2849	mimejpg			rc://*/tw/dict/images/f/Forum Romanum
1:23	2409	mimejpg			rc://*/tw/dict/images/c/Chameleon
1:23	2411	mimejpg			rc://*/tw/dict/images/d/Dablizard
1:23	2412	mimejpg			rc://*/tw/dict/images/t/Thorn-Tailed Lizard
1:23	2413	mimejpg			rc://*/tw/dict/images/l/Lizard
1:23	2415	mimejpg			rc://*/tw/dict/images/s/Snake
1:23	2416	mimejpg			rc://*/tw/dict/images/d/Desertrocksnake
1:23	2705	mimejpg			rc://*/tw/dict/images/b/Birds Nest
1:23	2706	mimejpg			rc://*/tw/dict/images/f/Flock Of Birds
1:23	2716	mimejpg			rc://*/tw/dict/images/a/Agama Female
1:23	2717	mimejpg			rc://*/tw/dict/images/a/Agama Lizard
2:20	2766	mimejpg			rc://*/tw/dict/images/c/Children Of Kabul
2:22	3200	mimejpg			rc://*/tw/dict/images/c/Clay Goddess Idols
2:22	3201	mimejpg			rc://*/tw/dict/images/t/Teraphim With Mold
3:13	2415	mimejpg			rc://*/tw/dict/images/s/Snake
3:13	2416	mimejpg			rc://*/tw/dict/images/d/Desertrocksnake
3:13	2743	mimejpg			rc://*/tw/dict/images/c/Cobra Naja
3:13	2756	mimejpg			rc://*/tw/dict/images/v/Viper
3:13	2956	mimejpg			rc://*/tw/dict/images/r/Rock Cut Tomb
3:13	3082	mimejpg			rc://*/tw/dict/images/c/Cobra
4:3	2693	mimejpg			rc://*/tw/dict/images/s/Scroll Reed Pen
4:11	3239	mimejpg			rc://*/tw/dict/images/s/Signet Ring
6:6	3189	mimejpg			rc://*/tw/dict/images/c/Cross
8:21	2839	mimejpg			rc://*/tw/dict/images/m/Mould On A Leather Ball
9:8	2766	mimejpg			rc://*/tw/dict/images/c/Children Of Kabul
9:17	2693	mimejpg			rc://*/tw/dict/images/s/Scroll Reed Pen
9:21	2574	mimejpg			rc://*/tw/dict/images/p/Potter Turning Wheel
9:27	2915	mimejpg			rc://*/tw/dict/images/s/Sand
10:11	2693	mimejpg			rc://*/tw/dict/images/s/Scroll Reed Pen
11:2	2693	mimejpg			rc://*/tw/dict/images/s/Scroll Reed Pen
11:9	2573	mimejpg			rc://*/tw/dict/images/h/Hunting Net
11:9	3210	mimejpg			rc://*/tw/dict/images/m/Meal
11:16	2804	mimejpg			rc://*/tw/dict/images/r/Rolled Dough
11:16	2941	mimejpg			rc://*/tw/dict/images/r/Root Swelling
11:17	2941	mimejpg			rc://*/tw/dict/images/r/Root Swelling
11:17	3105	mimejpg			rc://*/tw/dict/images/o/Old Olive Tree
11:17	3259	mimejpg			rc://*/tw/dict/images/o/Olive Tree
11:18	2941	mimejpg			rc://*/tw/dict/images/r/Root Swelling
11:24	3105	mimejpg			rc://*/tw/dict/images/o/Old Olive Tree
11:24	3259	mimejpg			rc://*/tw/dict/images/o/Olive Tree
12:20	2813	mimejpg			rc://*/tw/dict/images/f/Fire
14:2	2818	mimejpg			rc://*/tw/dict/images/h/Herbs
14:2	2871	mimejpg			rc://*/tw/dict/images/v/Vegetable Market
14:2	2924	mimejpg			rc://*/tw/dict/images/h/Herb Garden
14:2	2925	mimejpg			rc://*/tw/dict/images/h/Herb Garden
14:10	3005	mimejpg			rc://*/tw/dict/images/b/Bema Corinth
15:4	2693	mimejpg			rc://*/tw/dict/images/s/Scroll Reed Pen
15:19	2822	mimejpg			rc://*/tw/dict/images/t/Temple Mount
15:24	2863	mimejpg			rc://*/tw/dict/images/s/Spain
15:25	2822	mimejpg			rc://*/tw/dict/images/t/Temple Mount
15:26	2822	mimejpg			rc://*/tw/dict/images/t/Temple Mount
15:26	2831	mimejpg			rc://*/tw/dict/images/p/Pelister Lake Macedonia
15:26	2900	mimejpg			rc://*/tw/dict/images/m/Macedonia
15:28	2863	mimejpg			rc://*/tw/dict/images/s/Spain
15:31	2822	mimejpg			rc://*/tw/dict/images/t/Temple Mount
16:26	2693	mimejpg			rc://*/tw/dict/images/s/Scroll Reed Pen
